,State,Agency_Type,Agency_Name,Population,Total_Offenses,Crimes_Against_Persons,Crimes_Against_Property,Crimes_Against_Society,Crimes_Against_Persons,Aggravated_Assault,Simple_Assault,Intimidation,Homicide_Offenses,Murder_and_Nonnegligent_Manslaughter,Negligent_Manslaughter,Justifiable_Homicide,Kidnapping__Abduction,Sex_Offenses,Rape,Sodomy,Sexual_Assault_With_An_Object,Fondling,"Sex_Offenses,_Nonforcible",Incest,Statutory_Rape,Arson,Bribery,Burglary__Breaking_&_Entering,Counterfeiting__Forgery,Destruction__Damage__Vandalism,Embezzlement,Extortion__Blackmail,Fraud_Offenses,False_Pretenses__Swindle__Confidence_Game,Credit_Card__Automated_Teller_Machine_Fraud,Impersonation,Welfare_Fraud,Wire_Fraud,LarcenyTheft_Offenses,Pocketpicking,Pursesnatching,Shoplifting,Theft_From_Building,Theft_From_Coinoperated_Machine,Theft_From_Motor_Vehicle,Theft_of_Motor_Vehicle_Parts_or_Accessories,All_Other_Larceny,Motor_Vehicle_Theft,Robbery,Stolen_Property_Offenses_,Drug__Narcotic_Offenses,Drug__Narcotic_Violations,Drug_Equipment_Violations,Gambling_Offenses,Betting__Wagering,Operating__Promoting__Assisting_Gambling,Gambling_Equipment_Violations,Sports_Tampering,Pornography__Obscene_Material,Prostitution_Offenses,Prostitution,Assisting_or_Promoting_Prostitution,Weapon_Law_Violations,Region
3297,South Carolina,Cities,Blacksburg,1873.0,354.0,113.0,196.0,45.0,109,15.0,78.0,16.0,,,,,,4.0,2.0,,,2.0,,,,,,41.0,7.0,53.0,,,11.0,4.0,5.0,2.0,,,74.0,1.0,1.0,4.0,30.0,1.0,15.0,3.0,19.0,8.0,2.0,,41.0,40.0,1.0,,,,,,,,,,4.0,South Atlantic
3298,South Carolina,Cities,Blackville,2401.0,327.0,98.0,210.0,19.0,91,21.0,64.0,6.0,3.0,3.0,,,2.0,2.0,,,,2.0,,,,,,31.0,1.0,70.0,,,9.0,2.0,4.0,3.0,,,82.0,,,,7.0,,2.0,6.0,67.0,7.0,8.0,2.0,11.0,10.0,1.0,,,,,,,1.0,1.0,,7.0,South Atlantic
3299,South Carolina,Cities,Bluffton,12855.0,1059.0,302.0,700.0,57.0,292,19.0,238.0,35.0,,,,,1.0,7.0,5.0,,,2.0,2.0,,2.0,4.0,,73.0,20.0,138.0,9.0,,35.0,2.0,27.0,4.0,,2.0,378.0,1.0,2.0,37.0,56.0,1.0,158.0,8.0,115.0,17.0,15.0,11.0,51.0,45.0,6.0,,,,,,1.0,,,,5.0,South Atlantic
3300,South Carolina,Cities,Branchville,1028.0,23.0,3.0,20.0,0.0,3,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,15.0,,,,,,1.0,4.0,10.0,1.0,,,,,,,,,,,,,,,,South Atlantic
3301,South Carolina,Cities,Burnettown,2713.0,129.0,29.0,89.0,11.0,29,6.0,21.0,2.0,,,,,,,,,,,,,,,,17.0,1.0,18.0,,1.0,2.0,2.0,,,,,45.0,,,5.0,2.0,,13.0,3.0,22.0,2.0,,3.0,8.0,6.0,2.0,,,,,,,,,,3.0,South Atlantic
3302,South Carolina,Cities,Calhoun Falls,2001.0,130.0,33.0,94.0,3.0,30,5.0,18.0,7.0,,,,,1.0,2.0,,,,2.0,,,,1.0,,14.0,4.0,28.0,,,7.0,5.0,,2.0,,,36.0,,1.0,3.0,20.0,,4.0,2.0,6.0,3.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,South Atlantic
3303,South Carolina,Cities,Camden,6968.0,1148.0,341.0,714.0,93.0,337,79.0,165.0,93.0,,,,,1.0,2.0,2.0,,,,1.0,,1.0,1.0,,132.0,33.0,113.0,1.0,,95.0,57.0,24.0,12.0,,2.0,313.0,,2.0,72.0,30.0,2.0,73.0,7.0,127.0,12.0,6.0,8.0,78.0,51.0,27.0,,,,,,1.0,1.0,1.0,,13.0,South Atlantic
3304,South Carolina,Cities,Cayce,12864.0,2036.0,569.0,1240.0,227.0,533,83.0,386.0,64.0,3.0,3.0,,,21.0,12.0,4.0,1.0,,7.0,,,,1.0,,124.0,38.0,347.0,2.0,,120.0,75.0,30.0,11.0,1.0,3.0,507.0,,,75.0,9.0,4.0,113.0,18.0,288.0,72.0,13.0,16.0,203.0,131.0,72.0,7.0,,,7.0,,,,,,17.0,South Atlantic
3305,South Carolina,Cities,Central,5224.0,429.0,42.0,354.0,33.0,37,12.0,24.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,29.0,9.0,38.0,,,21.0,2.0,17.0,2.0,,,245.0,,,136.0,1.0,,46.0,1.0,61.0,4.0,5.0,3.0,30.0,22.0,8.0,,,,,,1.0,,,,2.0,South Atlantic
3306,South Carolina,Cities,Chapin,1485.0,148.0,15.0,104.0,29.0,13,4.0,8.0,1.0,,,,,,2.0,1.0,,,1.0,,,,,,6.0,2.0,12.0,,,25.0,21.0,2.0,1.0,,1.0,56.0,,,21.0,3.0,,12.0,,20.0,,2.0,1.0,26.0,19.0,7.0,,,,,,1.0,,,,2.0,South Atlantic
3307,South Carolina,Cities,Charleston,123856.0,8543.0,1841.0,5001.0,1701.0,1764,161.0,1227.0,376.0,12.0,12.0,,,11.0,54.0,19.0,14.0,1.0,20.0,,,,6.0,,377.0,128.0,954.0,48.0,1.0,265.0,66.0,165.0,20.0,,14.0,2784.0,6.0,7.0,656.0,475.0,4.0,651.0,129.0,856.0,235.0,104.0,99.0,1568.0,1277.0,291.0,2.0,,,2.0,,2.0,10.0,10.0,,119.0,South Atlantic
3308,South Carolina,Cities,Cheraw,5885.0,942.0,202.0,623.0,117.0,190,21.0,121.0,48.0,,,,,,9.0,5.0,,,4.0,3.0,,3.0,1.0,,66.0,33.0,152.0,,,42.0,30.0,8.0,1.0,,3.0,304.0,1.0,1.0,120.0,6.0,1.0,35.0,4.0,136.0,18.0,6.0,1.0,100.0,72.0,28.0,1.0,1.0,,,,,,,,16.0,South Atlantic
3309,South Carolina,Cities,Chesnee,883.0,152.0,23.0,98.0,31.0,22,2.0,14.0,6.0,,,,,1.0,,,,,,,,,1.0,,5.0,13.0,13.0,,,5.0,3.0,,2.0,,,55.0,,,14.0,3.0,,4.0,2.0,32.0,3.0,,3.0,31.0,22.0,9.0,,,,,,,,,,,South Atlantic
3310,South Carolina,Cities,Chester,5623.0,1021.0,400.0,538.0,83.0,386,59.0,221.0,106.0,,,,,1.0,13.0,4.0,2.0,,7.0,,,,,,86.0,19.0,151.0,1.0,,34.0,32.0,1.0,1.0,,,232.0,1.0,,40.0,3.0,,26.0,10.0,152.0,6.0,8.0,1.0,69.0,54.0,15.0,,,,,,,,,,14.0,South Atlantic
3311,South Carolina,Cities,Chesterfield,1473.0,185.0,19.0,113.0,53.0,19,8.0,7.0,4.0,,,,,,,,,,,,,,,,6.0,8.0,25.0,1.0,,3.0,2.0,1.0,,,,68.0,1.0,1.0,8.0,1.0,,34.0,2.0,21.0,1.0,1.0,,51.0,32.0,19.0,,,,,,,,,,2.0,South Atlantic
3312,South Carolina,Cities,Clemson,14079.0,959.0,181.0,707.0,71.0,171,34.0,130.0,7.0,1.0,1.0,,,2.0,5.0,4.0,,,1.0,2.0,1.0,1.0,1.0,,86.0,28.0,161.0,,,45.0,17.0,24.0,3.0,,1.0,346.0,,2.0,14.0,66.0,2.0,141.0,16.0,105.0,36.0,3.0,1.0,64.0,64.0,,,,,,,,,,,7.0,South Atlantic
3313,South Carolina,Cities,Clinton,8570.0,1471.0,442.0,711.0,318.0,425,54.0,330.0,41.0,1.0,1.0,,,2.0,12.0,7.0,1.0,,4.0,2.0,,2.0,1.0,,110.0,14.0,163.0,,,50.0,44.0,1.0,2.0,,3.0,343.0,1.0,1.0,42.0,40.0,1.0,43.0,1.0,214.0,14.0,5.0,11.0,291.0,187.0,104.0,,,,,,,,,,27.0,South Atlantic
3314,South Carolina,Cities,Clio,722.0,97.0,21.0,70.0,6.0,21,3.0,10.0,8.0,,,,,,,,,,,,,,,,8.0,,23.0,,,,,,,,,35.0,,,3.0,,,1.0,,31.0,1.0,2.0,1.0,4.0,4.0,,,,,,,,,,,2.0,South Atlantic
3315,South Carolina,Cities,Clover,5245.0,635.0,164.0,345.0,126.0,148,121.0,8.0,19.0,,,,,1.0,15.0,3.0,,,12.0,,,,1.0,,41.0,26.0,82.0,,1.0,26.0,13.0,7.0,6.0,,,149.0,,,20.0,,,6.0,6.0,117.0,9.0,5.0,5.0,112.0,74.0,38.0,,,,,,3.0,,,,11.0,South Atlantic
3316,South Carolina,Cities,Cottageville,766.0,93.0,11.0,41.0,41.0,11,,8.0,3.0,,,,,,,,,,,,,,2.0,,9.0,2.0,10.0,,,1.0,1.0,,,,,11.0,,,4.0,2.0,,,,5.0,3.0,1.0,2.0,35.0,21.0,14.0,,,,,,,,,,6.0,South Atlantic
3317,South Carolina,Cities,Coward,764.0,29.0,5.0,20.0,4.0,5,1.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,4.0,3.0,,1.0,,,8.0,,,,1.0,,,2.0,5.0,2.0,,1.0,4.0,4.0,,,,,,,,,,,,South Atlantic
3318,South Carolina,Cities,Cowpens,2202.0,125.0,27.0,58.0,40.0,26,4.0,21.0,1.0,,,,,,,,,,,1.0,1.0,,,,12.0,2.0,9.0,,,,,,,,,32.0,1.0,,7.0,11.0,,5.0,3.0,5.0,1.0,1.0,1.0,39.0,32.0,7.0,,,,,,,,,,1.0,South Atlantic
3319,South Carolina,Cities,Darlington,6313.0,1456.0,488.0,853.0,115.0,471,44.0,269.0,158.0,1.0,1.0,,,4.0,12.0,2.0,6.0,,4.0,,,,1.0,,59.0,49.0,175.0,1.0,,73.0,61.0,6.0,4.0,,2.0,460.0,,3.0,128.0,10.0,4.0,74.0,25.0,216.0,12.0,12.0,11.0,83.0,78.0,5.0,3.0,1.0,,2.0,,1.0,2.0,1.0,1.0,26.0,South Atlantic
3320,South Carolina,Cities,Denmark,3562.0,492.0,154.0,314.0,24.0,152,26.0,110.0,16.0,,,,,,2.0,1.0,1.0,,,,,,1.0,,88.0,4.0,91.0,,,8.0,6.0,1.0,1.0,,,99.0,,1.0,29.0,3.0,,15.0,2.0,49.0,6.0,13.0,4.0,17.0,15.0,2.0,,,,,,,,,,7.0,South Atlantic
3321,South Carolina,Cities,Duncan,3240.0,381.0,35.0,181.0,165.0,30,3.0,27.0,,,,,,,5.0,1.0,2.0,,2.0,,,,1.0,,12.0,8.0,42.0,,,25.0,20.0,3.0,2.0,,,63.0,,,2.0,4.0,,13.0,4.0,40.0,5.0,3.0,22.0,151.0,91.0,60.0,2.0,,,2.0,,,,,,12.0,South Atlantic
3322,South Carolina,Cities,Easley,20249.0,3166.0,574.0,2160.0,432.0,541,83.0,382.0,76.0,3.0,3.0,,,5.0,25.0,10.0,,,15.0,,,,1.0,,203.0,109.0,370.0,1.0,,186.0,88.0,71.0,26.0,,1.0,1187.0,,1.0,422.0,6.0,5.0,145.0,4.0,604.0,58.0,12.0,33.0,403.0,266.0,137.0,,,,,,,,,,29.0,South Atlantic
3323,South Carolina,Cities,Edgefield,4763.0,223.0,64.0,131.0,28.0,55,13.0,36.0,6.0,1.0,1.0,,,1.0,4.0,3.0,,,1.0,3.0,1.0,2.0,,,20.0,5.0,43.0,,,4.0,1.0,3.0,,,,57.0,1.0,1.0,4.0,20.0,,8.0,3.0,20.0,,,2.0,21.0,20.0,1.0,1.0,,1.0,,,,,,,6.0,South Atlantic
3324,South Carolina,Cities,Edisto Beach,415.0,117.0,14.0,97.0,6.0,14,2.0,12.0,,,,,,,,,,,,,,,,,13.0,,19.0,,,2.0,,2.0,,,,52.0,,,3.0,13.0,1.0,3.0,,32.0,11.0,,,6.0,4.0,2.0,,,,,,,,,,,South Atlantic
3325,South Carolina,Cities,Ehrhardt,550.0,48.0,8.0,30.0,10.0,8,3.0,4.0,1.0,,,,,,,,,,,,,,,,2.0,3.0,8.0,,,1.0,1.0,,,,,15.0,,,1.0,,,3.0,1.0,10.0,,,1.0,7.0,5.0,2.0,,,,,,,,,,3.0,South Atlantic
3326,South Carolina,Cities,Elgin,1336.0,165.0,38.0,116.0,11.0,36,5.0,28.0,3.0,,,,,,1.0,,,,1.0,1.0,,1.0,2.0,,8.0,7.0,17.0,,,12.0,7.0,3.0,,,2.0,58.0,,,18.0,4.0,,5.0,,31.0,2.0,6.0,4.0,10.0,7.0,3.0,,,,,,,,,,1.0,South Atlantic
3327,South Carolina,Cities,Elloree,704.0,32.0,5.0,23.0,4.0,4,1.0,3.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,6.0,,,4.0,3.0,,,,1.0,11.0,,,3.0,,,4.0,,4.0,1.0,,,3.0,3.0,,1.0,,,1.0,,,,,,,South Atlantic
3328,South Carolina,Cities,Estill,2033.0,287.0,96.0,178.0,13.0,94,26.0,43.0,25.0,,,,,,1.0,1.0,,,,1.0,,1.0,,,39.0,3.0,53.0,,,9.0,6.0,2.0,1.0,,,66.0,,,12.0,,,2.0,2.0,50.0,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,12.0,South Atlantic
3329,South Carolina,Cities,Fairfax,1992.0,283.0,87.0,181.0,15.0,85,8.0,67.0,10.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,43.0,12.0,47.0,,,5.0,2.0,3.0,,,,68.0,3.0,1.0,16.0,25.0,,10.0,2.0,11.0,3.0,1.0,1.0,11.0,10.0,1.0,,,,,,,,,,4.0,South Atlantic
3330,South Carolina,Cities,Florence,37681.0,6073.0,1205.0,4301.0,567.0,1150,224.0,751.0,175.0,3.0,3.0,,,14.0,38.0,25.0,2.0,2.0,9.0,,,,6.0,,569.0,139.0,790.0,14.0,,326.0,234.0,54.0,28.0,,10.0,2207.0,1.0,6.0,744.0,32.0,6.0,553.0,72.0,793.0,137.0,83.0,30.0,493.0,491.0,2.0,5.0,,,5.0,,1.0,20.0,19.0,1.0,48.0,South Atlantic
3331,South Carolina,Cities,Folly Beach,2700.0,170.0,35.0,120.0,15.0,34,7.0,20.0,7.0,,,,,,1.0,,,,1.0,,,,,,39.0,,4.0,1.0,,7.0,7.0,,,,,67.0,,,7.0,2.0,,,,58.0,,1.0,1.0,13.0,9.0,4.0,,,,,,,,,,2.0,South Atlantic
3332,South Carolina,Cities,Forest Acres,10596.0,1816.0,462.0,1229.0,125.0,440,45.0,252.0,143.0,,,,,8.0,12.0,6.0,,,6.0,2.0,,2.0,,,183.0,39.0,173.0,16.0,2.0,97.0,42.0,34.0,8.0,,13.0,652.0,,1.0,184.0,49.0,1.0,222.0,43.0,152.0,33.0,24.0,10.0,107.0,71.0,36.0,,,,,,,1.0,1.0,,17.0,South Atlantic
3333,South Carolina,Cities,Fort Lawn,897.0,83.0,16.0,67.0,0.0,16,2.0,11.0,3.0,,,,,,,,,,,,,,,,10.0,2.0,13.0,,,4.0,3.0,,1.0,,,33.0,,,,,,2.0,1.0,30.0,4.0,,1.0,,,,,,,,,,,,,,South Atlantic
3334,South Carolina,Cities,Fort Mill,11132.0,707.0,228.0,406.0,73.0,226,24.0,128.0,74.0,1.0,1.0,,,1.0,,,,,,,,,,,33.0,21.0,117.0,2.0,1.0,32.0,13.0,13.0,3.0,,3.0,185.0,,,14.0,67.0,,31.0,6.0,67.0,9.0,1.0,5.0,58.0,57.0,1.0,,,,,,,,,,15.0,South Atlantic
3335,South Carolina,Cities,Fountain Inn,8012.0,697.0,177.0,377.0,143.0,168,34.0,121.0,13.0,1.0,1.0,,,3.0,5.0,,1.0,,4.0,,,,,,32.0,25.0,102.0,6.0,,42.0,34.0,8.0,,,,149.0,,,22.0,3.0,,11.0,,113.0,9.0,1.0,11.0,126.0,84.0,42.0,,,,,,1.0,,,,16.0,South Atlantic
3336,South Carolina,Cities,Gaffney,12574.0,1325.0,426.0,751.0,148.0,409,57.0,243.0,109.0,2.0,2.0,,,,14.0,11.0,1.0,,2.0,1.0,,1.0,,,107.0,48.0,120.0,6.0,,84.0,37.0,36.0,10.0,,1.0,326.0,2.0,1.0,114.0,,,66.0,17.0,126.0,26.0,7.0,27.0,133.0,133.0,,2.0,,,2.0,,,2.0,2.0,,11.0,South Atlantic
3337,South Carolina,Cities,Gaston,1690.0,160.0,26.0,106.0,28.0,24,4.0,17.0,3.0,,,,,,2.0,,,,2.0,,,,,,11.0,5.0,17.0,,,9.0,8.0,,1.0,,,59.0,,,35.0,,,3.0,1.0,20.0,1.0,2.0,2.0,25.0,18.0,7.0,,,,,,,,,,3.0,South Atlantic
3338,South Carolina,Cities,Georgetown,9225.0,1715.0,404.0,1185.0,126.0,388,89.0,202.0,97.0,1.0,1.0,,,5.0,7.0,2.0,,,5.0,3.0,,3.0,2.0,,159.0,51.0,279.0,7.0,,64.0,36.0,26.0,1.0,,1.0,562.0,,1.0,192.0,37.0,1.0,95.0,16.0,220.0,23.0,17.0,21.0,112.0,73.0,39.0,,,,,,,,,,14.0,South Atlantic
3339,South Carolina,Cities,Goose Creek,37387.0,2420.0,725.0,1485.0,210.0,676,80.0,509.0,87.0,2.0,2.0,,,23.0,24.0,15.0,1.0,,8.0,,,,5.0,,163.0,38.0,286.0,3.0,,153.0,90.0,38.0,23.0,,2.0,720.0,,,246.0,10.0,13.0,144.0,39.0,268.0,60.0,21.0,36.0,174.0,121.0,53.0,,,,,,,1.0,1.0,,35.0,South Atlantic
3340,South Carolina,Cities,Great Falls,1984.0,202.0,65.0,125.0,12.0,61,12.0,46.0,3.0,,,,,1.0,3.0,,,,3.0,,,,,,23.0,2.0,33.0,1.0,,4.0,2.0,1.0,1.0,,,60.0,,,9.0,1.0,,11.0,1.0,38.0,1.0,1.0,,10.0,6.0,4.0,,,,,,,,,,2.0,South Atlantic
3341,South Carolina,Cities,Greeleyville,431.0,47.0,12.0,33.0,2.0,12,,10.0,2.0,,,,,,,,,,,,,,,,14.0,,6.0,,,3.0,3.0,,,,,9.0,,,3.0,3.0,,,,3.0,1.0,,,2.0,2.0,,,,,,,,,,,,South Atlantic
3342,South Carolina,Cities,Greenville,60953.0,8273.0,1510.0,5163.0,1600.0,1406,383.0,847.0,176.0,2.0,1.0,,1.0,26.0,74.0,22.0,11.0,6.0,35.0,2.0,,2.0,14.0,,617.0,166.0,991.0,69.0,6.0,467.0,275.0,117.0,65.0,,10.0,2441.0,3.0,6.0,741.0,481.0,21.0,566.0,199.0,424.0,211.0,104.0,77.0,1350.0,878.0,472.0,9.0,3.0,3.0,3.0,,9.0,15.0,12.0,3.0,217.0,South Atlantic
3343,South Carolina,Cities,Greenwood,23564.0,5002.0,1547.0,3067.0,388.0,1485,278.0,1062.0,145.0,3.0,3.0,,,17.0,42.0,16.0,21.0,3.0,2.0,,,,7.0,,487.0,60.0,707.0,9.0,,293.0,150.0,117.0,26.0,,,1380.0,,2.0,262.0,12.0,777.0,201.0,7.0,119.0,48.0,48.0,28.0,228.0,227.0,1.0,2.0,,,2.0,,2.0,2.0,2.0,,154.0,South Atlantic
3344,South Carolina,Cities,Greer,26249.0,2148.0,317.0,1347.0,484.0,288,84.0,182.0,22.0,2.0,1.0,,1.0,5.0,21.0,17.0,1.0,2.0,1.0,1.0,,1.0,4.0,,176.0,75.0,275.0,21.0,,96.0,56.0,38.0,1.0,,1.0,597.0,,1.0,212.0,65.0,11.0,118.0,59.0,131.0,60.0,21.0,22.0,446.0,245.0,201.0,2.0,,1.0,1.0,,,4.0,4.0,,32.0,South Atlantic
3345,South Carolina,Cities,Hampton,2796.0,332.0,96.0,222.0,14.0,91,8.0,49.0,34.0,,,,,,4.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,44.0,15.0,54.0,1.0,,10.0,2.0,7.0,1.0,,,86.0,,,18.0,4.0,,12.0,1.0,51.0,4.0,7.0,,13.0,10.0,3.0,,,,,,,,,,1.0,South Atlantic
3346,South Carolina,Cities,Hardeeville,3047.0,531.0,162.0,335.0,34.0,149,23.0,102.0,24.0,2.0,2.0,,,1.0,10.0,2.0,1.0,2.0,5.0,,,,1.0,,36.0,15.0,83.0,1.0,,20.0,11.0,3.0,5.0,,1.0,147.0,,1.0,12.0,10.0,,32.0,4.0,88.0,23.0,5.0,4.0,24.0,23.0,1.0,,,,,,,2.0,2.0,,8.0,South Atlantic
3347,South Carolina,Cities,Harleyville,706.0,108.0,23.0,80.0,5.0,23,6.0,13.0,4.0,,,,,,,,,,,,,,1.0,,19.0,14.0,19.0,1.0,,2.0,1.0,1.0,,,,21.0,,,6.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,,5.0,5.0,,,,,,,,,,,,South Atlantic
3348,South Carolina,Cities,Hartsville,7796.0,2089.0,438.0,1488.0,163.0,411,61.0,267.0,83.0,5.0,5.0,,,9.0,12.0,5.0,3.0,,4.0,1.0,,1.0,1.0,,171.0,107.0,181.0,8.0,,203.0,51.0,136.0,15.0,,1.0,739.0,2.0,2.0,301.0,109.0,2.0,133.0,29.0,161.0,48.0,24.0,6.0,141.0,141.0,,,,,,,1.0,1.0,,1.0,20.0,South Atlantic
3349,South Carolina,Cities,Hemingway,459.0,133.0,14.0,73.0,46.0,14,3.0,10.0,1.0,,,,,,,,,,,,,,1.0,,9.0,8.0,6.0,,,3.0,3.0,,,,,35.0,,,24.0,3.0,,6.0,2.0,,3.0,2.0,6.0,44.0,38.0,6.0,,,,,,,,,,2.0,South Atlantic
3350,South Carolina,Cities,Holly Hill,1280.0,229.0,63.0,135.0,31.0,61,14.0,35.0,12.0,,,,,,2.0,,,,2.0,,,,,,11.0,12.0,14.0,,,8.0,8.0,,,,,83.0,,,36.0,9.0,,7.0,2.0,29.0,7.0,,,24.0,18.0,6.0,,,,,,,,,,7.0,South Atlantic
3351,South Carolina,Cities,Honea Path,3655.0,664.0,189.0,456.0,19.0,186,35.0,108.0,43.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,80.0,13.0,132.0,2.0,,33.0,23.0,6.0,3.0,,1.0,184.0,,1.0,45.0,,5.0,22.0,15.0,96.0,9.0,1.0,1.0,16.0,16.0,,,,,,,,1.0,1.0,,2.0,South Atlantic
3352,South Carolina,Cities,Inman,2375.0,185.0,30.0,112.0,43.0,26,11.0,15.0,,,,,,,4.0,2.0,,,2.0,,,,,,5.0,4.0,21.0,,,5.0,4.0,1.0,,,,69.0,,,10.0,3.0,,13.0,2.0,41.0,4.0,2.0,2.0,41.0,28.0,13.0,,,,,,,,,,2.0,South Atlantic
3353,South Carolina,Cities,Isle of Palms,4265.0,263.0,38.0,202.0,23.0,36,7.0,25.0,4.0,,,,,,2.0,,,,2.0,,,,1.0,,32.0,,28.0,,,10.0,4.0,5.0,,,1.0,124.0,,,2.0,,,30.0,5.0,87.0,6.0,1.0,,21.0,20.0,1.0,,,,,,2.0,,,,,South Atlantic
3354,South Carolina,Cities,Jackson,1722.0,73.0,14.0,46.0,13.0,14,4.0,5.0,5.0,,,,,,,,,,,,,,,,10.0,1.0,9.0,,,5.0,4.0,,1.0,,,18.0,,,,,,5.0,3.0,10.0,2.0,1.0,,10.0,6.0,4.0,,,,,,,,,,3.0,South Atlantic
3355,South Carolina,Cities,Jamestown,75.0,4.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,South Atlantic
3356,South Carolina,Cities,Johnsonville,1505.0,106.0,12.0,86.0,8.0,12,8.0,4.0,,,,,,,,,,,,,,,,,21.0,13.0,22.0,,,2.0,2.0,,,,,27.0,,,11.0,,,3.0,,13.0,,1.0,,6.0,6.0,,,,,,,,,,,2.0,South Atlantic
3357,South Carolina,Cities,Johnston,2354.0,158.0,45.0,109.0,4.0,42,11.0,29.0,2.0,,,,,,3.0,,2.0,,1.0,,,,,,18.0,6.0,42.0,,,7.0,3.0,4.0,,,,30.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,15.0,2.0,3.0,1.0,4.0,4.0,,,,,,,,,,,,South Atlantic
3358,South Carolina,Cities,Jonesville,910.0,65.0,13.0,38.0,14.0,12,1.0,10.0,1.0,,,,,,1.0,,,,1.0,,,,,,3.0,,15.0,,,,,,,,,18.0,,,4.0,10.0,,4.0,,,1.0,,1.0,14.0,10.0,4.0,,,,,,,,,,,South Atlantic
3359,South Carolina,Cities,Kingstree,3325.0,730.0,181.0,506.0,43.0,174,35.0,107.0,32.0,,,,,1.0,4.0,2.0,,,2.0,2.0,,2.0,1.0,,63.0,38.0,149.0,,,12.0,9.0,,3.0,,,214.0,,1.0,48.0,5.0,,44.0,9.0,107.0,11.0,14.0,4.0,30.0,22.0,8.0,,,,,,,1.0,1.0,,12.0,South Atlantic
3360,South Carolina,Cities,Lake City,6789.0,1449.0,458.0,922.0,69.0,451,46.0,338.0,67.0,1.0,1.0,,,1.0,3.0,3.0,,,,2.0,,2.0,3.0,,118.0,23.0,246.0,,,69.0,56.0,4.0,8.0,,1.0,408.0,,2.0,90.0,18.0,2.0,91.0,10.0,195.0,33.0,12.0,10.0,52.0,52.0,,,,,,,1.0,1.0,,1.0,15.0,South Atlantic
3361,South Carolina,Cities,Lake View,808.0,133.0,41.0,70.0,22.0,41,9.0,25.0,7.0,,,,,,,,,,,,,,,,14.0,2.0,18.0,,,1.0,1.0,,,,,33.0,,,10.0,1.0,,3.0,,19.0,,2.0,,20.0,17.0,3.0,,,,,,,,,,2.0,South Atlantic
3362,South Carolina,Cities,Lamar,988.0,92.0,27.0,62.0,3.0,27,7.0,14.0,6.0,,,,,,,,,,,,,,1.0,,10.0,7.0,10.0,,,2.0,2.0,,,,,26.0,,1.0,7.0,3.0,,4.0,2.0,9.0,3.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,South Atlantic
3363,South Carolina,Cities,Lancaster,8749.0,1897.0,590.0,1066.0,241.0,565,126.0,334.0,105.0,3.0,3.0,,,7.0,14.0,8.0,1.0,,5.0,1.0,,1.0,9.0,,121.0,55.0,203.0,15.0,,102.0,24.0,74.0,3.0,,1.0,500.0,1.0,,162.0,23.0,,78.0,13.0,223.0,19.0,25.0,17.0,198.0,172.0,26.0,,,,,,,,,,43.0,South Atlantic
3364,South Carolina,Cities,Landrum,2423.0,136.0,24.0,80.0,32.0,23,8.0,15.0,,,,,,,1.0,,,,1.0,,,,,,11.0,6.0,15.0,1.0,,7.0,7.0,,,,,29.0,,,5.0,,,4.0,,20.0,3.0,3.0,5.0,32.0,20.0,12.0,,,,,,,,,,,South Atlantic
3365,South Carolina,Cities,Latta,1378.0,364.0,99.0,221.0,44.0,97,31.0,49.0,17.0,1.0,1.0,,,,1.0,,1.0,,,,,,4.0,,32.0,5.0,46.0,1.0,,9.0,8.0,,1.0,,,111.0,,,55.0,2.0,1.0,4.0,3.0,46.0,3.0,4.0,6.0,33.0,28.0,5.0,,,,,,,1.0,1.0,,10.0,South Atlantic
3366,South Carolina,Cities,Laurens,9221.0,1737.0,505.0,1059.0,173.0,482,71.0,304.0,107.0,2.0,2.0,,,2.0,18.0,2.0,2.0,1.0,13.0,1.0,,1.0,2.0,,100.0,51.0,243.0,10.0,,83.0,57.0,16.0,8.0,,2.0,522.0,2.0,1.0,215.0,23.0,12.0,57.0,25.0,187.0,18.0,25.0,5.0,144.0,141.0,3.0,,,,,,,,,,29.0,South Atlantic
3367,South Carolina,Cities,Lexington,18352.0,1847.0,341.0,1085.0,421.0,327,45.0,215.0,67.0,,,,,2.0,12.0,5.0,2.0,,5.0,,,,,,44.0,33.0,133.0,12.0,,130.0,84.0,32.0,10.0,,4.0,678.0,1.0,,389.0,55.0,6.0,98.0,9.0,120.0,33.0,7.0,15.0,388.0,246.0,142.0,,,,,,,1.0,,1.0,32.0,South Atlantic
