,State,Agency_Type,Agency_Name,Population,Total_Offenses,Crimes_Against_Persons,Crimes_Against_Property,Crimes_Against_Society,Crimes_Against_Persons,Aggravated_Assault,Simple_Assault,Intimidation,Homicide_Offenses,Murder_and_Nonnegligent_Manslaughter,Negligent_Manslaughter,Justifiable_Homicide,Kidnapping__Abduction,Sex_Offenses,Rape,Sodomy,Sexual_Assault_With_An_Object,Fondling,"Sex_Offenses,_Nonforcible",Incest,Statutory_Rape,Arson,Bribery,Burglary__Breaking_&_Entering,Counterfeiting__Forgery,Destruction__Damage__Vandalism,Embezzlement,Extortion__Blackmail,Fraud_Offenses,False_Pretenses__Swindle__Confidence_Game,Credit_Card__Automated_Teller_Machine_Fraud,Impersonation,Welfare_Fraud,Wire_Fraud,LarcenyTheft_Offenses,Pocketpicking,Pursesnatching,Shoplifting,Theft_From_Building,Theft_From_Coinoperated_Machine,Theft_From_Motor_Vehicle,Theft_of_Motor_Vehicle_Parts_or_Accessories,All_Other_Larceny,Motor_Vehicle_Theft,Robbery,Stolen_Property_Offenses_,Drug__Narcotic_Offenses,Drug__Narcotic_Violations,Drug_Equipment_Violations,Gambling_Offenses,Betting__Wagering,Operating__Promoting__Assisting_Gambling,Gambling_Equipment_Violations,Sports_Tampering,Pornography__Obscene_Material,Prostitution_Offenses,Prostitution,Assisting_or_Promoting_Prostitution,Weapon_Law_Violations,Region
3227,Oregon,Metropolitan Counties,Jackson,,3479.0,831.0,2191.0,457.0,789,143.0,280.0,366.0,3.0,2.0,,1.0,8.0,30.0,15.0,5.0,5.0,5.0,1.0,1.0,,10.0,,316.0,49.0,613.0,1.0,,165.0,68.0,41.0,53.0,,3.0,942.0,1.0,,49.0,10.0,,250.0,32.0,600.0,81.0,9.0,5.0,393.0,393.0,,,,,,,1.0,,,,63.0,West Pacific
3228,Oregon,Metropolitan Counties,Josephine,,1517.0,245.0,1203.0,69.0,228,64.0,116.0,48.0,,,,,3.0,14.0,1.0,2.0,,11.0,,,,4.0,,324.0,10.0,280.0,,,51.0,9.0,9.0,32.0,,1.0,434.0,1.0,,8.0,102.0,,139.0,13.0,171.0,93.0,6.0,1.0,48.0,48.0,,,,,,,,,,,21.0,West Pacific
3229,Oregon,Metropolitan Counties,Polk,,1087.0,210.0,541.0,336.0,189,38.0,144.0,7.0,,,,,1.0,16.0,1.0,,1.0,14.0,4.0,1.0,3.0,,,92.0,42.0,120.0,,,65.0,17.0,13.0,35.0,,,195.0,1.0,,9.0,35.0,,35.0,6.0,109.0,20.0,,7.0,317.0,317.0,,,,,,,2.0,,,,17.0,West Pacific
3230,Oregon,Metropolitan Counties,Yamhill,,1548.0,347.0,997.0,204.0,318,19.0,289.0,10.0,1.0,1.0,,,7.0,17.0,9.0,5.0,,3.0,4.0,,4.0,6.0,,186.0,4.0,286.0,,,49.0,15.0,19.0,13.0,,2.0,419.0,,2.0,23.0,7.0,1.0,87.0,16.0,283.0,40.0,3.0,4.0,188.0,150.0,38.0,,,,,,1.0,,,,15.0,West Pacific
3231,Oregon,Nonmetropolitan Counties,Douglas,,3329.0,508.0,2181.0,640.0,432,30.0,120.0,282.0,,,,,3.0,67.0,15.0,7.0,,45.0,6.0,1.0,5.0,11.0,,392.0,38.0,580.0,,,151.0,59.0,50.0,42.0,,,914.0,,,5.0,10.0,,205.0,1.0,693.0,82.0,7.0,6.0,579.0,579.0,,,,,,,3.0,1.0,,1.0,57.0,West Pacific
3232,Oregon,Nonmetropolitan Counties,Lincoln,,1011.0,243.0,650.0,118.0,213,36.0,140.0,37.0,,,,,6.0,14.0,4.0,3.0,,7.0,10.0,6.0,4.0,8.0,,104.0,6.0,230.0,,,32.0,8.0,15.0,9.0,,,232.0,6.0,1.0,5.0,25.0,2.0,42.0,9.0,142.0,25.0,4.0,9.0,98.0,96.0,2.0,,,,,,4.0,,,,16.0,West Pacific
3233,Oregon,Nonmetropolitan Counties,Morrow,,399.0,92.0,280.0,27.0,88,8.0,54.0,26.0,1.0,1.0,,,,3.0,2.0,,1.0,,,,,2.0,,46.0,6.0,78.0,,,11.0,6.0,5.0,,,,125.0,,,,,,,,125.0,11.0,1.0,,23.0,23.0,,,,,,,,,,,4.0,West Pacific
3234,Oregon,Nonmetropolitan Counties,Tillamook,,651.0,121.0,420.0,110.0,115,5.0,25.0,85.0,1.0,,1.0,,1.0,4.0,,2.0,2.0,,,,,4.0,,88.0,4.0,122.0,,,19.0,5.0,6.0,8.0,,,165.0,8.0,,6.0,24.0,1.0,38.0,2.0,86.0,17.0,1.0,,100.0,100.0,,,,,,,,,,,10.0,West Pacific
3235,Oregon,Nonmetropolitan Counties,Umatilla,,1000.0,226.0,758.0,16.0,214,14.0,139.0,61.0,2.0,2.0,,,3.0,7.0,4.0,3.0,,,,,,4.0,,148.0,12.0,154.0,,,20.0,14.0,5.0,1.0,,,302.0,,,,,,10.0,,292.0,115.0,2.0,1.0,11.0,11.0,,,,,,,,,,,5.0,West Pacific
3236,Oregon,Nonmetropolitan Counties,Union,,545.0,99.0,384.0,62.0,88,9.0,48.0,31.0,1.0,,1.0,,2.0,8.0,8.0,,,,,,,2.0,,65.0,7.0,108.0,,,22.0,8.0,10.0,4.0,,,153.0,,,44.0,,1.0,34.0,6.0,68.0,20.0,,7.0,52.0,52.0,,,,,,,,,,,10.0,West Pacific
3237,Oregon,Other Agencies,"Blue Mountain Enforcement Narcotics Team, Morrow County",,11.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,West Pacific
3238,Rhode Island,Cities,Barrington,16268.0,412.0,43.0,320.0,49.0,40,1.0,25.0,14.0,,,,,,3.0,2.0,,,1.0,,,,1.0,,30.0,2.0,80.0,3.0,1.0,45.0,31.0,14.0,,,,148.0,,,6.0,16.0,,36.0,1.0,89.0,3.0,3.0,4.0,42.0,42.0,,,,,,,1.0,,,,6.0,New_England
3239,Rhode Island,Cities,Bristol,22900.0,665.0,124.0,469.0,72.0,119,12.0,100.0,7.0,,,,,,4.0,2.0,,,2.0,1.0,,1.0,1.0,,46.0,9.0,155.0,,,32.0,19.0,11.0,2.0,,,212.0,,,5.0,31.0,,38.0,3.0,135.0,3.0,1.0,10.0,69.0,69.0,,,,,,,1.0,,,,2.0,New_England
3240,Rhode Island,Cities,Burrillville,15941.0,513.0,99.0,375.0,39.0,91,4.0,83.0,4.0,,,,,,8.0,2.0,2.0,2.0,2.0,,,,1.0,,71.0,3.0,116.0,1.0,,18.0,7.0,11.0,,,,149.0,,,,35.0,,33.0,1.0,80.0,12.0,2.0,2.0,37.0,37.0,,,,,,,1.0,,,,1.0,New_England
3241,Rhode Island,Cities,Central Falls,19360.0,1472.0,335.0,1001.0,136.0,305,82.0,213.0,10.0,1.0,1.0,,,5.0,23.0,14.0,1.0,,8.0,1.0,,1.0,5.0,,120.0,13.0,265.0,,,67.0,48.0,15.0,3.0,1.0,,348.0,1.0,1.0,37.0,41.0,,108.0,3.0,157.0,120.0,47.0,16.0,97.0,97.0,,,,,,,,12.0,10.0,2.0,27.0,New_England
3242,Rhode Island,Cities,Charlestown,7793.0,303.0,54.0,219.0,30.0,51,5.0,44.0,2.0,,,,,,3.0,,,1.0,2.0,,,,,,26.0,5.0,67.0,2.0,,14.0,6.0,8.0,,,,101.0,,,1.0,22.0,,23.0,1.0,54.0,2.0,,2.0,27.0,27.0,,,,,,,1.0,,,,2.0,New_England
3243,Rhode Island,Cities,Coventry,34850.0,1315.0,220.0,999.0,96.0,204,18.0,175.0,11.0,1.0,1.0,,,3.0,10.0,5.0,,3.0,2.0,2.0,,2.0,12.0,,150.0,22.0,188.0,2.0,,69.0,38.0,25.0,5.0,,1.0,500.0,1.0,,68.0,21.0,,99.0,115.0,196.0,37.0,1.0,18.0,83.0,83.0,,,,,,,,,,,13.0,New_England
3244,Rhode Island,Cities,Cranston,80315.0,3645.0,533.0,2870.0,242.0,485,81.0,386.0,18.0,2.0,2.0,,,5.0,37.0,16.0,4.0,4.0,13.0,4.0,,4.0,17.0,,397.0,43.0,549.0,28.0,1.0,184.0,96.0,76.0,8.0,,4.0,1385.0,,1.0,339.0,268.0,,377.0,94.0,306.0,154.0,34.0,78.0,184.0,184.0,,1.0,,1.0,,,,,,,57.0,New_England
3245,Rhode Island,Cities,Cumberland,33475.0,1164.0,194.0,900.0,70.0,184,10.0,163.0,11.0,,,,,,8.0,3.0,,,5.0,2.0,,2.0,3.0,,112.0,3.0,274.0,8.0,1.0,47.0,25.0,20.0,1.0,,1.0,411.0,,,29.0,37.0,,133.0,13.0,199.0,26.0,5.0,10.0,64.0,64.0,,,,,,,,,,,6.0,New_England
3246,Rhode Island,Cities,East Greenwich,13085.0,349.0,45.0,274.0,30.0,42,,42.0,,,,,,,3.0,,,,3.0,,,,1.0,,30.0,4.0,81.0,1.0,,21.0,12.0,8.0,,,1.0,129.0,,,2.0,29.0,,31.0,4.0,63.0,4.0,1.0,2.0,26.0,26.0,,,,,,,,1.0,1.0,,3.0,New_England
3247,Rhode Island,Cities,East Providence,46994.0,2035.0,339.0,1516.0,180.0,302,46.0,216.0,40.0,2.0,2.0,,,6.0,28.0,13.0,3.0,1.0,11.0,1.0,,1.0,9.0,,145.0,44.0,442.0,3.0,2.0,121.0,72.0,44.0,4.0,1.0,,649.0,,,81.0,111.0,,180.0,3.0,274.0,60.0,14.0,27.0,168.0,165.0,3.0,,,,,,,,,,12.0,New_England
3248,Rhode Island,Cities,Foster,4603.0,100.0,16.0,72.0,12.0,16,4.0,12.0,,,,,,,,,,,,,,,,,17.0,1.0,20.0,,,1.0,1.0,,,,,28.0,,,,10.0,,5.0,,13.0,5.0,,,11.0,11.0,,,,,,,,,,,1.0,New_England
3249,Rhode Island,Cities,Glocester,9738.0,153.0,40.0,72.0,41.0,39,6.0,31.0,2.0,1.0,,1.0,,,,,,,,,,,,,12.0,2.0,28.0,,,,,,,,,25.0,,,1.0,4.0,,3.0,,17.0,5.0,,,34.0,34.0,,,,,,,,,,,7.0,New_England
3250,Rhode Island,Cities,Hopkinton,8151.0,308.0,55.0,215.0,38.0,48,2.0,34.0,12.0,,,,,,6.0,2.0,1.0,,3.0,1.0,,1.0,2.0,,19.0,,65.0,1.0,,14.0,8.0,6.0,,,,108.0,,,,21.0,,38.0,1.0,48.0,4.0,,2.0,36.0,36.0,,,,,,,,,,,2.0,New_England
3251,Rhode Island,Cities,Jamestown,5386.0,233.0,26.0,175.0,32.0,25,2.0,21.0,2.0,,,,,,1.0,,,,1.0,,,,,,8.0,3.0,52.0,1.0,,23.0,10.0,9.0,3.0,,1.0,84.0,,,,17.0,,20.0,1.0,46.0,2.0,,2.0,32.0,32.0,,,,,,,,,,,,New_England
3252,Rhode Island,Cities,Johnston,28743.0,1096.0,192.0,847.0,57.0,176,29.0,138.0,9.0,1.0,1.0,,,2.0,13.0,3.0,1.0,6.0,3.0,,,,7.0,,100.0,13.0,190.0,7.0,,58.0,35.0,20.0,3.0,,,373.0,,,21.0,38.0,,78.0,45.0,191.0,61.0,8.0,30.0,43.0,42.0,1.0,,,,,,,,,,14.0,New_England
3253,Rhode Island,Cities,Lincoln,21088.0,918.0,94.0,781.0,43.0,83,9.0,71.0,3.0,,,,,1.0,9.0,4.0,1.0,1.0,3.0,1.0,,1.0,1.0,,80.0,7.0,220.0,4.0,,39.0,16.0,21.0,1.0,1.0,,381.0,,2.0,36.0,31.0,,110.0,2.0,200.0,33.0,5.0,11.0,31.0,31.0,,,,,,,,,,,12.0,New_England
3254,Rhode Island,Cities,Little Compton,3480.0,98.0,8.0,71.0,19.0,8,,8.0,,,,,,,,,,,,,,,,,11.0,,23.0,2.0,,,,,,,,35.0,,,,,,,,35.0,,,,16.0,16.0,,,,,,,,,,,3.0,New_England
3255,Rhode Island,Cities,Middletown,16096.0,826.0,168.0,502.0,156.0,164,3.0,135.0,26.0,,,,,,3.0,,,,3.0,1.0,,1.0,2.0,,34.0,12.0,151.0,3.0,,55.0,29.0,22.0,4.0,,,231.0,1.0,1.0,19.0,52.0,,66.0,5.0,87.0,7.0,3.0,4.0,137.0,137.0,,,,,,,1.0,1.0,1.0,,17.0,New_England
3256,Rhode Island,Cities,Narragansett,15799.0,664.0,83.0,492.0,89.0,81,6.0,74.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,51.0,7.0,172.0,1.0,,20.0,8.0,3.0,3.0,,6.0,226.0,,,10.0,43.0,,51.0,7.0,115.0,11.0,,4.0,79.0,79.0,,,,,,,,,,,10.0,New_England
3257,Rhode Island,Cities,Newport,24595.0,2781.0,878.0,1755.0,148.0,839,77.0,490.0,272.0,1.0,1.0,,,5.0,33.0,11.0,2.0,3.0,17.0,,,,12.0,,226.0,7.0,601.0,11.0,2.0,99.0,54.0,42.0,1.0,2.0,,751.0,2.0,1.0,75.0,218.0,,131.0,20.0,304.0,22.0,15.0,9.0,120.0,120.0,,,,,,,,2.0,2.0,,26.0,New_England
3258,Rhode Island,Cities,North Kingstown,26371.0,1092.0,236.0,772.0,84.0,223,5.0,205.0,13.0,,,,,,13.0,3.0,1.0,2.0,7.0,,,,1.0,,90.0,11.0,235.0,9.0,,63.0,34.0,17.0,,,12.0,337.0,,,48.0,52.0,,101.0,10.0,126.0,14.0,1.0,11.0,68.0,68.0,,,,,,,,2.0,1.0,1.0,14.0,New_England
3259,Rhode Island,Cities,North Providence,32048.0,1243.0,265.0,848.0,130.0,243,36.0,195.0,12.0,,,,,5.0,17.0,8.0,1.0,1.0,7.0,,,,1.0,,150.0,16.0,206.0,5.0,,57.0,34.0,19.0,2.0,,2.0,321.0,1.0,1.0,33.0,46.0,,120.0,6.0,114.0,71.0,11.0,10.0,117.0,117.0,,,,,,,,,,,13.0,New_England
3260,Rhode Island,Cities,North Smithfield,11957.0,549.0,73.0,438.0,38.0,70,5.0,64.0,1.0,,,,,,3.0,2.0,,,1.0,,,,1.0,,32.0,1.0,70.0,4.0,,28.0,13.0,14.0,1.0,,,275.0,,,144.0,8.0,,25.0,,98.0,19.0,3.0,5.0,34.0,34.0,,,,,,,,,,,4.0,New_England
3261,Rhode Island,Cities,Pawtucket,71085.0,5439.0,1190.0,3851.0,398.0,1104,172.0,843.0,89.0,5.0,4.0,,1.0,7.0,69.0,39.0,,1.0,29.0,5.0,,5.0,23.0,,676.0,45.0,804.0,3.0,1.0,301.0,204.0,78.0,19.0,,,1414.0,2.0,2.0,95.0,316.0,6.0,308.0,413.0,272.0,381.0,81.0,122.0,296.0,293.0,3.0,,,,,,1.0,11.0,9.0,2.0,90.0,New_England
3262,Rhode Island,Cities,Portsmouth,17331.0,631.0,126.0,450.0,55.0,120,5.0,108.0,7.0,,,,,,4.0,,,1.0,3.0,2.0,,2.0,5.0,,53.0,1.0,148.0,1.0,,37.0,18.0,17.0,1.0,,1.0,192.0,,,5.0,33.0,,69.0,6.0,79.0,10.0,,3.0,42.0,42.0,,,,,,,,,,,13.0,New_England
3263,Rhode Island,Cities,Providence,177882.0,15616.0,3163.0,11456.0,997.0,2971,674.0,2210.0,87.0,17.0,17.0,,,11.0,157.0,90.0,13.0,4.0,50.0,7.0,,7.0,24.0,,1945.0,118.0,2224.0,24.0,,607.0,506.0,93.0,3.0,1.0,4.0,4937.0,41.0,27.0,463.0,761.0,,2133.0,1.0,1511.0,1158.0,363.0,56.0,700.0,700.0,,,,,,,3.0,46.0,40.0,6.0,248.0,New_England
3264,Rhode Island,Cities,Richmond,7674.0,236.0,29.0,156.0,51.0,26,,25.0,1.0,,,,,1.0,2.0,,,,2.0,,,,,,12.0,1.0,49.0,,,20.0,7.0,12.0,1.0,,,72.0,,,8.0,23.0,,7.0,,34.0,,,2.0,44.0,44.0,,,,,,,,,,,7.0,New_England
3265,Rhode Island,Cities,Scituate,10320.0,171.0,31.0,126.0,14.0,30,4.0,26.0,,,,,,,1.0,,,,1.0,,,,,,27.0,2.0,35.0,,,,,,,,,53.0,,,1.0,8.0,,27.0,4.0,13.0,6.0,,3.0,11.0,11.0,,,,,,,,,,,3.0,New_England
3266,Rhode Island,Cities,Smithfield,21411.0,582.0,91.0,432.0,59.0,87,12.0,75.0,,,,,,,4.0,1.0,1.0,1.0,1.0,,,,2.0,,36.0,5.0,91.0,7.0,,21.0,7.0,14.0,,,,241.0,,,69.0,,,14.0,4.0,154.0,18.0,,11.0,58.0,58.0,,,,,,,,,,,1.0,New_England
3267,Rhode Island,Cities,South Kingstown,30524.0,804.0,160.0,498.0,146.0,154,16.0,117.0,21.0,,,,,,5.0,4.0,,,1.0,1.0,,1.0,5.0,,67.0,8.0,158.0,,,36.0,16.0,18.0,2.0,,,202.0,,,12.0,64.0,,51.0,1.0,74.0,9.0,6.0,7.0,129.0,129.0,,,,,,,1.0,,,,16.0,New_England
3268,Rhode Island,Cities,Tiverton,15728.0,888.0,191.0,614.0,83.0,178,18.0,122.0,38.0,,,,,1.0,12.0,2.0,,2.0,8.0,,,,2.0,,123.0,3.0,152.0,3.0,,39.0,18.0,14.0,6.0,,1.0,263.0,,,1.0,27.0,,31.0,82.0,122.0,20.0,2.0,7.0,61.0,61.0,,,,,,,1.0,,,,21.0,New_England
3269,Rhode Island,Cities,Warren,10584.0,706.0,153.0,510.0,43.0,144,10.0,123.0,11.0,,,,,,9.0,2.0,1.0,1.0,5.0,,,,4.0,,71.0,5.0,165.0,1.0,,34.0,23.0,8.0,2.0,1.0,,205.0,,,11.0,91.0,1.0,29.0,15.0,58.0,8.0,7.0,10.0,36.0,36.0,,,,,,,,1.0,1.0,,6.0,New_England
3270,Rhode Island,Cities,Warwick,82282.0,3929.0,512.0,3119.0,298.0,478,57.0,395.0,26.0,1.0,1.0,,,,33.0,17.0,5.0,1.0,10.0,,,,8.0,,338.0,33.0,570.0,30.0,,279.0,136.0,83.0,27.0,,33.0,1706.0,1.0,1.0,503.0,96.0,,389.0,89.0,627.0,92.0,29.0,34.0,273.0,273.0,,,,,,,2.0,,,,23.0,New_England
3271,Rhode Island,Cities,Westerly,22686.0,991.0,182.0,700.0,109.0,165,8.0,145.0,12.0,1.0,1.0,,,1.0,15.0,3.0,2.0,1.0,9.0,,,,1.0,,58.0,9.0,180.0,8.0,,57.0,26.0,25.0,4.0,,2.0,361.0,,1.0,69.0,65.0,,52.0,,174.0,9.0,5.0,12.0,98.0,98.0,,,,,,,4.0,,,,7.0,New_England
3272,Rhode Island,Cities,West Warwick,29053.0,1544.0,405.0,1046.0,93.0,368,48.0,306.0,14.0,1.0,1.0,,,1.0,32.0,12.0,5.0,2.0,13.0,3.0,,3.0,8.0,,159.0,17.0,313.0,2.0,1.0,85.0,53.0,24.0,5.0,,3.0,390.0,,,22.0,82.0,,1.0,112.0,173.0,38.0,6.0,27.0,80.0,80.0,,,,,,,1.0,,,,12.0,New_England
3273,Rhode Island,Cities,Woonsocket,41147.0,3212.0,833.0,2089.0,290.0,752,139.0,598.0,15.0,,,,,7.0,70.0,24.0,8.0,9.0,29.0,4.0,,4.0,20.0,,350.0,34.0,549.0,9.0,,102.0,51.0,44.0,5.0,1.0,1.0,854.0,,3.0,77.0,172.0,,205.0,56.0,341.0,73.0,59.0,39.0,214.0,214.0,,,,,,,2.0,7.0,7.0,,67.0,New_England
3274,Rhode Island,Universities and Colleges,Brown University,8768.0,172.0,13.0,154.0,5.0,11,,11.0,,,,,,,2.0,,,,2.0,,,,,,21.0,,14.0,,,,,,,,,119.0,,,1.0,75.0,,2.0,,41.0,,,,5.0,5.0,,,,,,,,,,,,New_England
3275,Rhode Island,Universities and Colleges,University of Rhode Island,16317.0,373.0,29.0,312.0,32.0,27,2.0,25.0,,,,,,,2.0,,,,2.0,,,,,,14.0,,125.0,,,5.0,2.0,3.0,,,,163.0,,,,95.0,,11.0,7.0,50.0,2.0,1.0,2.0,29.0,29.0,,,,,,,,,,,3.0,New_England
3276,Rhode Island,State Police Agencies,Rhode Island State Police Headquarters,,469.0,80.0,254.0,135.0,51,14.0,25.0,12.0,2.0,2.0,,,2.0,22.0,7.0,5.0,2.0,8.0,3.0,,3.0,,,2.0,30.0,2.0,12.0,3.0,113.0,95.0,5.0,7.0,,6.0,21.0,,,,4.0,,1.0,,16.0,58.0,,13.0,77.0,77.0,,4.0,,4.0,,,44.0,,,,10.0,New_England
3277,Rhode Island,State Police Agencies,State Police:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New_England
3278,Rhode Island,State Police Agencies,Chepachet,,244.0,48.0,111.0,85.0,40,2.0,28.0,10.0,,,,,,8.0,1.0,,1.0,6.0,,,,,,1.0,4.0,5.0,4.0,,57.0,35.0,10.0,5.0,,7.0,26.0,,,,8.0,,3.0,4.0,11.0,9.0,,5.0,78.0,78.0,,,,,,,1.0,,,,6.0,New_England
3279,Rhode Island,State Police Agencies,Hope Valley,,303.0,51.0,97.0,155.0,49,1.0,43.0,5.0,,,,,,2.0,2.0,,,,,,,,,9.0,3.0,22.0,,1.0,16.0,11.0,4.0,,,1.0,34.0,,,,12.0,,6.0,,16.0,7.0,,5.0,138.0,138.0,,,,,,,1.0,,,,16.0,New_England
3280,Rhode Island,State Police Agencies,Lincoln,,515.0,115.0,231.0,169.0,103,8.0,87.0,8.0,,,,,4.0,7.0,5.0,,1.0,1.0,1.0,,1.0,,,2.0,16.0,28.0,5.0,,77.0,54.0,12.0,6.0,,5.0,61.0,,,1.0,5.0,,23.0,2.0,30.0,23.0,1.0,18.0,158.0,158.0,,,,,,,,,,,11.0,New_England
3281,Rhode Island,State Police Agencies,Portsmouth,,40.0,9.0,12.0,19.0,8,,8.0,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,2.0,,,4.0,2.0,2.0,,,,2.0,,,1.0,,,,,1.0,,,2.0,18.0,18.0,,,,,,,,,,,1.0,New_England
3282,Rhode Island,State Police Agencies,Wickford,,266.0,52.0,134.0,80.0,49,,47.0,2.0,,,,,,2.0,1.0,,,1.0,1.0,,1.0,1.0,,9.0,6.0,22.0,4.0,1.0,41.0,21.0,12.0,8.0,,,40.0,,,,9.0,,9.0,2.0,20.0,8.0,1.0,1.0,71.0,71.0,,,,,,,,,,,9.0,New_England
3283,Rhode Island,Other Agencies,Department of Environmental Management,,94.0,11.0,68.0,15.0,9,2.0,4.0,3.0,,,,,,,,,,,2.0,,2.0,,,2.0,,18.0,,,4.0,2.0,,2.0,,,43.0,,,,2.0,,10.0,,31.0,,,1.0,5.0,5.0,,,,,,,,,,,10.0,New_England
3284,Rhode Island,Other Agencies,Rhode Island State Airport,,59.0,4.0,46.0,9.0,3,,3.0,,,,,,,1.0,,,,1.0,,,,,,,,11.0,,,11.0,11.0,,,,,23.0,,,,1.0,,2.0,,20.0,1.0,,,5.0,5.0,,,,,,,,,,,4.0,New_England
3285,South Carolina,Cities,Abbeville,5232.0,595.0,133.0,356.0,106.0,128,54.0,71.0,3.0,,,,,2.0,3.0,1.0,,,2.0,,,,1.0,,62.0,16.0,103.0,,,7.0,2.0,5.0,,,,159.0,,2.0,29.0,,,12.0,1.0,115.0,3.0,5.0,,90.0,88.0,2.0,,,,,,,,,,16.0,South Atlantic
3286,South Carolina,Cities,Aiken,29909.0,3392.0,537.0,2420.0,435.0,517,66.0,399.0,52.0,7.0,7.0,,,1.0,10.0,7.0,,,3.0,2.0,,2.0,1.0,,246.0,88.0,496.0,3.0,,161.0,69.0,87.0,4.0,1.0,,1304.0,,2.0,398.0,36.0,1.0,421.0,30.0,416.0,74.0,40.0,7.0,381.0,239.0,142.0,1.0,,,1.0,,1.0,,,,52.0,South Atlantic
3287,South Carolina,Cities,Allendale,3424.0,374.0,87.0,258.0,29.0,83,22.0,58.0,3.0,,,,,1.0,3.0,,1.0,,2.0,,,,2.0,,78.0,3.0,87.0,1.0,,9.0,7.0,2.0,,,,69.0,,1.0,16.0,3.0,,2.0,,47.0,5.0,3.0,1.0,26.0,22.0,4.0,,,,,,,,,,3.0,South Atlantic
3288,South Carolina,Cities,Anderson,27127.0,4319.0,970.0,2834.0,515.0,929,195.0,616.0,118.0,7.0,7.0,,,8.0,24.0,11.0,1.0,,12.0,2.0,,2.0,7.0,,393.0,123.0,445.0,11.0,,186.0,112.0,53.0,15.0,,6.0,1477.0,2.0,5.0,420.0,24.0,3.0,290.0,41.0,692.0,126.0,38.0,28.0,466.0,370.0,96.0,,,,,,1.0,1.0,1.0,,47.0,South Atlantic
3289,South Carolina,Cities,Andrews,2879.0,524.0,110.0,367.0,47.0,107,16.0,72.0,19.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,1.0,,,46.0,27.0,90.0,,,29.0,26.0,2.0,1.0,,,157.0,1.0,1.0,35.0,6.0,1.0,21.0,3.0,89.0,8.0,3.0,7.0,41.0,36.0,5.0,,,,,,,,,,6.0,South Atlantic
3290,South Carolina,Cities,Bamberg,3638.0,456.0,132.0,231.0,93.0,129,21.0,76.0,32.0,,,,,,2.0,,,,2.0,1.0,,1.0,,,34.0,5.0,59.0,,,16.0,9.0,2.0,3.0,,2.0,102.0,,,36.0,1.0,,6.0,3.0,56.0,3.0,5.0,7.0,77.0,61.0,16.0,,,,,,,,,,16.0,South Atlantic
3291,South Carolina,Cities,Barnwell,4739.0,1169.0,338.0,751.0,80.0,326,55.0,252.0,19.0,2.0,2.0,,,4.0,5.0,1.0,1.0,1.0,2.0,1.0,,1.0,4.0,,153.0,20.0,190.0,,,58.0,39.0,15.0,4.0,,,290.0,,1.0,109.0,,1.0,58.0,4.0,117.0,13.0,22.0,1.0,34.0,24.0,10.0,,,,,,1.0,1.0,1.0,,44.0,South Atlantic
3292,South Carolina,Cities,Batesburg-Leesville,5503.0,936.0,364.0,488.0,84.0,354,50.0,230.0,74.0,1.0,1.0,,,2.0,7.0,4.0,1.0,,2.0,,,,1.0,,53.0,52.0,77.0,3.0,,41.0,35.0,3.0,2.0,,1.0,241.0,1.0,,82.0,6.0,,18.0,5.0,129.0,15.0,3.0,2.0,71.0,42.0,29.0,,,,,,1.0,1.0,1.0,,11.0,South Atlantic
3293,South Carolina,Cities,Beaufort,12653.0,2137.0,741.0,1215.0,181.0,714,107.0,477.0,130.0,2.0,2.0,,,13.0,11.0,4.0,,,7.0,1.0,,1.0,2.0,,149.0,24.0,216.0,17.0,,83.0,33.0,30.0,18.0,1.0,1.0,664.0,1.0,2.0,212.0,162.0,3.0,112.0,24.0,148.0,20.0,29.0,11.0,149.0,133.0,16.0,,,,,,1.0,,,,31.0,South Atlantic
3294,South Carolina,Cities,Belton,4204.0,387.0,87.0,264.0,36.0,85,7.0,70.0,8.0,,,,,,2.0,,,,2.0,,,,1.0,,29.0,12.0,36.0,1.0,,23.0,6.0,9.0,2.0,,6.0,147.0,3.0,2.0,26.0,34.0,2.0,18.0,4.0,58.0,12.0,,3.0,33.0,21.0,12.0,,,,,,,,,,3.0,South Atlantic
3295,South Carolina,Cities,Bennettsville,9034.0,1646.0,497.0,952.0,197.0,485,126.0,262.0,97.0,1.0,1.0,,,3.0,7.0,2.0,,,5.0,1.0,,1.0,3.0,,98.0,24.0,288.0,3.0,,69.0,54.0,6.0,7.0,,2.0,433.0,2.0,,100.0,10.0,,39.0,8.0,274.0,15.0,14.0,5.0,178.0,167.0,11.0,6.0,,1.0,5.0,,,,,,13.0,South Atlantic
3296,South Carolina,Cities,Bishopville,3457.0,772.0,173.0,565.0,34.0,169,43.0,91.0,35.0,,,,,,4.0,2.0,1.0,,1.0,,,,1.0,1.0,74.0,20.0,155.0,1.0,,27.0,9.0,15.0,2.0,1.0,,257.0,,,56.0,7.0,,85.0,2.0,107.0,17.0,10.0,2.0,29.0,26.0,3.0,,,,,,1.0,,,,4.0,South Atlantic
